IDborrower,IDlender,getID,IsExpired,GetLinkedAgentID,getType,Initial Borrower,Initial Lender,Linked Borrower (IB Market),Linked Lender (IB Market),IB Deposit Rate Linked Agent,IB Loan Rate Linked Agent
0,27,54,1,0,21,,,,,,
20,0,46,0,0,1,20,,,,,
20,0,46,0,0,11,20,,0,,0,
20,0,46,1,0,11,20,,0,,0,
20,0,46,1,0,11,20,,0,,0,
0,28,55,0,0,2,,28,,,,
0,28,55,0,0,21,,,,,,
0,28,55,1,0,21,,,,,,
0,28,55,1,0,21,,,,,,
0,28,55,1,0,21,,,,,,
0,28,55,1,0,21,,,,,,
20,0,47,0,0,1,20,,,,,
20,0,47,0,0,11,20,,0,,0,
20,0,47,1,0,11,20,,0,,0,
20,0,47,1,0,11,20,,0,,0,
0,20,56,0,0,2,,20,,,,
0,20,56,1,0,2,,20,,,,
0,20,56,1,0,2,,20,,,,
31,0,48,0,0,1,31,,,,,
31,0,48,0,0,11,31,,0,,0,
31,0,48,1,0,11,31,,0,,0,
31,0,48,1,0,11,31,,0,,0,
23,0,49,0,0,1,23,,,,,
23,0,49,0,0,11,23,,0,,0,
23,0,49,1,0,11,23,,0,,0,
23,0,49,1,0,11,23,,0,,0,
0,20,57,0,0,2,,20,,,,
0,20,57,1,0,2,,20,,,,
0,20,57,1,0,2,,20,,,,
0,31,58,0,0,2,,31,,,,
0,31,58,1,0,2,,31,,,,
0,31,58,1,0,2,,31,,,,
0,26,59,0,0,2,,26,,,,
0,26,59,1,0,2,,26,,,,
0,26,59,1,0,2,,26,,,,
0,4,60,0,0,2,,4,,,,
0,4,60,0,0,21,,,,,,
0,4,60,1,0,21,,,,,,
0,4,60,1,0,21,,,,,,
0,4,60,1,0,21,,,,,,
0,4,60,1,0,21,,,,,,
29,0,50,0,0,1,29,,,,,
29,0,50,0,0,11,29,,0,,0,
29,0,50,1,0,11,29,,0,,0,
29,0,50,1,0,11,29,,0,,0,
20,0,51,0,0,1,20,,,,,
20,0,51,1,0,1,20,,,,,
20,0,51,1,0,1,20,,,,,
20,0,52,0,0,1,20,,,,,
20,0,52,1,0,1,20,,,,,
20,0,52,1,0,1,20,,,,,
4,0,53,0,0,1,4,,,,,
4,0,53,0,0,11,4,,0,,0,
4,0,53,1,0,11,4,,0,,0,
4,0,53,1,0,11,4,,0,,0,
0,4,61,0,0,2,,4,,,,
0,4,61,1,0,2,,4,,,,
0,4,61,1,0,2,,4,,,,
0,28,62,0,0,2,,28,,,,
0,28,62,1,0,2,,28,,,,
0,28,62,1,0,2,,28,,,,
29,0,54,0,0,1,29,,,,,
29,0,54,0,0,11,29,,0,,0,
29,0,54,1,0,11,29,,0,,0,
29,0,54,1,0,11,29,,0,,0,
0,28,63,0,0,2,,28,,,,
0,28,63,0,0,21,,,,,,
0,28,63,1,0,21,,,,,,
0,28,63,1,0,21,,,,,,
0,28,63,1,0,21,,,,,,
0,28,63,1,0,21,,,,,,
0,29,64,0,0,2,,29,,,,
0,29,64,1,0,2,,29,,,,
0,29,64,1,0,2,,29,,,,
26,0,55,0,0,1,26,,,,,
26,0,55,1,0,1,26,,,,,
26,0,55,1,0,1,26,,,,,
29,0,56,0,0,1,29,,,,,
29,0,56,1,0,1,29,,,,,
29,0,56,1,0,1,29,,,,,
0,32,65,0,0,2,,32,,,,
0,32,65,0,0,21,,,,,,
0,32,65,1,0,21,,,,,,
0,32,65,1,0,21,,,,,,
0,32,65,1,0,21,,,,,,
0,32,65,1,0,21,,,,,,
32,0,57,0,0,1,32,,,,,
32,0,57,0,0,11,32,,0,,0,
32,0,57,1,0,11,32,,0,,0,
32,0,57,1,0,11,32,,0,,0,
0,31,66,0,0,2,,31,,,,
0,31,66,1,0,2,,31,,,,
0,31,66,1,0,2,,31,,,,
0,32,67,0,0,2,,32,,,,
0,32,67,1,0,2,,32,,,,
0,32,67,1,0,2,,32,,,,
34,0,58,0,0,1,34,,,,,
34,0,58,0,0,11,34,,0,,0,
34,0,58,1,0,11,34,,0,,0,
34,0,58,1,0,11,34,,0,,0,
0,28,68,0,0,2,,28,,,,
0,28,68,1,0,2,,28,,,,
0,28,68,1,0,2,,28,,,,
0,4,69,0,0,2,,4,,,,
0,4,69,0,0,21,,,,,,
0,4,69,1,0,21,,,,,,
0,4,69,1,0,21,,,,,,
0,4,69,1,0,21,,,,,,
0,4,69,1,0,21,,,,,,
0,31,70,0,0,2,,31,,,,
0,31,70,0,0,21,,,,,,
0,31,70,1,0,21,,,,,,
0,31,70,1,0,21,,,,,,
0,31,70,1,0,21,,,,,,
0,31,70,1,0,21,,,,,,
0,30,71,0,0,2,,30,,,,
0,30,71,0,0,21,,,,,,
0,30,71,1,0,21,,,,,,
0,30,71,1,0,21,,,,,,
0,30,71,1,0,21,,,,,,
0,30,71,1,0,21,,,,,,
33,0,59,0,0,1,33,,,,,
33,0,59,0,0,11,33,,0,,0,
33,0,59,1,0,11,33,,0,,0,
33,0,59,1,0,11,33,,0,,0,
34,0,60,0,0,1,34,,,,,
34,0,60,0,0,11,34,,0,,0,
34,0,60,1,0,11,34,,0,,0,
34,0,60,1,0,11,34,,0,,0,
0,33,72,0,0,2,,33,,,,
0,33,72,1,0,2,,33,,,,
0,33,72,1,0,2,,33,,,,
33,0,61,0,0,1,33,,,,,
33,0,61,1,0,1,33,,,,,
33,0,61,1,0,1,33,,,,,
0,4,73,0,0,2,,4,,,,
0,4,73,0,0,21,,,,,,
0,4,73,1,0,21,,,,,,
0,4,73,1,0,21,,,,,,
0,4,73,1,0,21,,,,,,
0,4,73,1,0,21,,,,,,
0,20,74,0,0,2,,20,,,,
0,20,74,1,0,2,,20,,,,
0,20,74,1,0,2,,20,,,,
0,27,75,0,0,2,,27,,,,
0,27,75,0,0,21,,,,,,
0,27,75,1,0,21,,,,,,
0,27,75,1,0,21,,,,,,
0,27,75,1,0,21,,,,,,
0,27,75,1,0,21,,,,,,
20,0,62,0,0,1,20,,,,,
20,0,62,0,0,11,20,,0,,0,
20,0,62,1,0,11,20,,0,,0,
20,0,62,1,0,11,20,,0,,0,
0,35,76,0,0,2,,35,,,,
0,35,76,0,0,21,,,,,,
0,35,76,1,0,21,,,,,,
0,35,76,1,0,21,,,,,,
0,35,76,1,0,21,,,,,,
0,35,76,1,0,21,,,,,,
32,0,63,0,0,1,32,,,,,
32,0,63,1,0,1,32,,,,,
32,0,63,1,0,1,32,,,,,
0,30,77,0,0,2,,30,,,,
0,30,77,0,0,21,,,,,,
0,30,77,1,0,21,,,,,,
0,30,77,1,0,21,,,,,,
0,30,77,1,0,21,,,,,,
0,30,77,1,0,21,,,,,,
20,0,64,0,0,1,20,,,,,
20,0,64,1,0,1,20,,,,,
20,0,64,1,0,1,20,,,,,
20,0,65,0,0,1,20,,,,,
34,0,66,0,0,1,34,,,,,
34,0,66,0,0,11,34,,0,,0,
34,0,66,1,0,11,34,,0,,0,
34,0,66,1,0,11,34,,0,,0,
32,0,67,0,0,1,32,,,,,
0,30,78,0,0,2,,30,,,,
0,30,78,0,0,21,,,,,,
0,30,78,1,0,21,,,,,,
0,30,78,1,0,21,,,,,,
0,30,78,1,0,21,,,,,,
0,30,78,1,0,21,,,,,,
0,30,79,0,0,2,,30,,,,
0,30,79,0,0,21,,,,,,
0,30,79,1,0,21,,,,,,
0,30,79,1,0,21,,,,,,
0,30,79,1,0,21,,,,,,
0,30,79,1,0,21,,,,,,
