IDborrower,IDlender,getID,IsExpired,GetLinkedAgentID,getType,Initial Borrower,Initial Lender,Linked Borrower (IB Market),Linked Lender (IB Market),IB Deposit Rate Linked Agent,IB Loan Rate Linked Agent
0,9,0,0,0,2,,9,,,,
0,9,0,1,0,2,,9,,,,
0,9,0,1,0,2,,9,,,,
1,0,0,0,0,1,1,,,,,
4,0,1,0,0,1,4,,,,,
4,0,1,0,7,11,4,,7,,-7,
1,0,0,1,0,1,1,,,,,
1,0,0,1,0,1,1,,,,,
4,0,1,1,7,11,4,,7,,0,
4,0,1,1,7,11,4,,7,,0,
0,5,1,0,0,2,,5,,,,
0,5,1,0,8,21,,,,,,
0,5,1,1,8,21,,,,,,
0,5,1,1,8,21,,,,,,
0,5,1,1,8,21,,,,,,
0,5,1,1,8,21,,,,,,
6,0,2,0,0,1,6,,,,,
6,0,2,0,9,11,6,,9,,0,
6,0,2,1,9,11,6,,9,,1,
6,0,2,1,9,11,6,,9,,1,
0,3,2,0,0,2,,3,,,,
0,3,2,0,6,21,,,,,,
0,3,2,1,6,21,,,,,,
0,3,2,1,6,21,,,,,,
0,3,2,1,6,21,,,,,,
0,3,2,1,6,21,,,,,,
0,6,3,0,0,2,,6,,,,
0,6,3,0,0,21,,,,,,
0,6,3,1,0,21,,,,,,
0,6,3,1,0,21,,,,,,
0,6,3,1,0,21,,,,,,
0,6,3,1,0,21,,,,,,
4,0,3,0,0,1,4,,,,,
4,0,3,0,8,11,4,,8,,0,
4,0,3,1,8,11,4,,8,,0,
4,0,3,1,8,11,4,,8,,0,
0,9,4,0,0,2,,9,,,,
0,9,4,0,6,21,,,,,,
0,9,4,1,6,21,,,,,,
0,9,4,1,6,21,,,,,,
0,9,4,1,6,21,,,,,,
0,9,4,1,6,21,,,,,,
0,5,5,0,0,2,,5,,,,
0,5,5,0,8,21,,,,,,
0,5,5,1,8,21,,,,,,
0,5,5,1,8,21,,,,,,
0,5,5,1,8,21,,,,,,
0,5,5,1,8,21,,,,,,
0,4,6,0,0,2,,4,,,,
0,4,6,0,7,21,,,,,,
0,4,6,1,7,21,,,,,,
0,4,6,1,7,21,,,,,,
0,4,6,1,7,21,,,,,,
0,4,6,1,7,21,,,,,,
0,0,4,0,0,1,0,,,,,
0,0,4,0,5,11,0,,5,,0,
0,0,4,1,5,11,0,,5,,0,
0,0,4,1,5,11,0,,5,,0,
0,6,7,0,0,2,,6,,,,
0,6,7,0,4,21,,,,,,
0,6,7,1,4,21,,,,,,
0,6,7,1,4,21,,,,,,
0,6,7,1,4,21,,,,,,
0,6,7,1,4,21,,,,,,
4,0,5,0,0,1,4,,,,,
4,0,5,0,8,11,4,,8,,0,
4,0,5,1,8,11,4,,8,,0,
4,0,5,1,8,11,4,,8,,0,
0,9,8,0,0,2,,9,,,,
0,9,8,0,7,21,,,,,,
0,9,8,1,7,21,,,,,,
0,9,8,1,7,21,,,,,,
0,9,8,1,7,21,,,,,,
0,9,8,1,7,21,,,,,,
0,8,9,0,0,2,,8,,,,
0,8,9,0,4,21,,,,,,
0,8,9,1,4,21,,,,,,
0,8,9,1,4,21,,,,,,
0,8,9,1,4,21,,,,,,
0,8,9,1,4,21,,,,,,
6,0,6,0,0,1,6,,,,,
6,0,6,0,8,11,6,,8,,0,
6,0,6,1,8,11,6,,8,,0,
6,0,6,1,8,11,6,,8,,0,
5,0,7,0,0,1,5,,,,,
5,0,7,0,8,11,5,,8,,0,
5,0,7,1,8,11,5,,8,,0,
5,0,7,1,8,11,5,,8,,0,
0,1,10,0,0,2,,1,,,,
0,1,10,0,4,21,,,,,,
0,1,10,1,4,21,,,,,,
0,1,10,1,4,21,,,,,,
2,0,8,0,0,1,2,,,,,
2,0,8,0,5,11,2,,5,,0,
2,0,8,1,5,11,2,,5,,0,
2,0,8,1,5,11,2,,5,,0,
0,0,9,0,0,1,0,,,,,
0,0,9,0,7,11,0,,7,,0,
0,0,9,1,7,11,0,,7,,0,
0,0,9,1,7,11,0,,7,,0,
5,0,10,0,0,1,5,,,,,
5,0,10,0,4,11,5,,4,,0,
5,0,10,1,4,11,5,,4,,0,
5,0,10,1,4,11,5,,4,,0,
0,0,11,0,0,1,0,,,,,
0,0,11,0,6,11,0,,6,,0,
0,0,11,1,6,11,0,,6,,0,
0,0,11,1,6,11,0,,6,,0,
7,0,12,0,0,1,7,,,,,
7,0,12,0,3,11,7,,3,,0,
7,0,12,1,3,11,7,,3,,0,
7,0,12,1,3,11,7,,3,,0,
7,0,13,0,0,1,7,,,,,
7,0,13,0,5,11,7,,5,,0,
7,0,13,1,5,11,7,,5,,0,
7,0,13,1,5,11,7,,5,,0,
0,3,11,0,0,2,,3,,,,
0,3,11,1,0,2,,3,,,,
0,3,11,1,0,2,,3,,,,
0,5,12,0,0,2,,5,,,,
0,5,12,0,7,21,,,,,,
0,5,12,1,7,21,,,,,,
0,5,12,1,7,21,,,,,,
0,5,12,1,7,21,,,,,,
0,5,12,1,7,21,,,,,,
9,0,14,0,0,1,9,,,,,
9,0,14,1,0,1,9,,,,,
9,0,14,1,0,1,9,,,,,
0,8,13,0,0,2,,8,,,,
0,8,13,0,7,21,,,,,,
0,8,13,1,7,21,,,,,,
0,8,13,1,7,21,,,,,,
0,8,13,1,7,21,,,,,,
0,8,13,1,7,21,,,,,,
0,3,14,0,0,2,,3,,,,
0,3,14,0,6,21,,,,,,
0,3,14,1,6,21,,,,,,
0,3,14,1,6,21,,,,,,
0,3,14,1,6,21,,,,,,
0,3,14,1,6,21,,,,,,
8,0,15,0,0,1,8,,,,,
8,0,15,0,2,11,8,,2,,0,
8,0,15,1,2,11,8,,2,,0,
8,0,15,1,2,11,8,,2,,0,
0,9,15,0,0,2,,9,,,,
0,9,15,0,4,21,,,,,,
0,9,15,1,4,21,,,,,,
0,9,15,1,4,21,,,,,,
0,9,15,1,4,21,,,,,,
0,9,15,1,4,21,,,,,,
0,5,16,0,0,2,,5,,,,
0,5,16,0,6,21,,,,,,
0,5,16,1,6,21,,,,,,
0,5,16,1,6,21,,,,,,
0,5,16,1,6,21,,,,,,
0,5,16,1,6,21,,,,,,
9,0,16,0,0,1,9,,,,,
8,0,17,0,0,1,8,,,,,
8,0,17,0,5,11,8,,5,,0,
8,0,17,1,5,11,8,,5,,0,
8,0,17,1,5,11,8,,5,,0,
0,1,17,0,0,2,,1,,,,
0,1,17,1,0,2,,1,,,,
0,1,17,1,0,2,,1,,,,
4,0,18,0,0,1,4,,,,,
4,0,18,0,8,11,4,,8,,0,
4,0,18,1,8,11,4,,8,,0,
4,0,18,1,8,11,4,,8,,0,
0,1,18,0,0,2,,1,,,,
0,7,19,0,0,2,,7,,,,
0,7,19,1,0,2,,7,,,,
0,7,19,1,0,2,,7,,,,
0,9,20,0,0,2,,9,,,,
0,9,20,0,6,21,,,,,,
0,9,20,1,6,21,,,,,,
0,9,20,1,6,21,,,,,,
0,9,20,1,6,21,,,,,,
0,9,20,1,6,21,,,,,,
0,1,21,0,0,2,,1,,,,
0,7,22,0,0,2,,7,,,,
0,7,22,0,5,21,,,,,,
0,7,22,1,5,21,,,,,,
0,7,22,1,5,21,,,,,,
0,7,22,1,5,21,,,,,,
0,7,22,1,5,21,,,,,,
0,4,23,0,0,2,,4,,,,
0,4,23,0,7,21,,,,,,
0,4,23,1,7,21,,,,,,
0,4,23,1,7,21,,,,,,
0,4,23,1,7,21,,,,,,
0,4,23,1,7,21,,,,,,
0,5,24,0,0,2,,5,,,,
0,5,24,0,7,21,,,,,,
0,5,24,1,7,21,,,,,,
0,5,24,1,7,21,,,,,,
0,5,24,1,7,21,,,,,,
0,5,24,1,7,21,,,,,,
3,0,19,0,0,1,3,,,,,
3,0,19,1,0,1,3,,,,,
3,0,19,1,0,1,3,,,,,
3,0,20,0,0,1,3,,,,,
0,1,25,0,0,2,,1,,,,
0,8,26,0,0,2,,8,,,,
0,8,26,0,3,21,,,,,,
0,8,26,1,3,21,,,,,,
0,8,26,1,3,21,,,,,,
0,8,26,1,3,21,,,,,,
0,8,26,1,3,21,,,,,,
0,4,27,0,0,2,,4,,,,
0,4,27,0,6,21,,,,,,
0,4,27,1,6,21,,,,,,
0,4,27,1,6,21,,,,,,
0,4,27,1,6,21,,,,,,
0,4,27,1,6,21,,,,,,
8,0,21,0,0,1,8,,,,,
8,0,21,0,9,11,8,,9,,1,
8,0,21,1,9,11,8,,9,,1,
8,0,21,1,9,11,8,,9,,1,
7,0,22,0,0,1,7,,,,,
7,0,22,1,0,1,7,,,,,
7,0,22,1,0,1,7,,,,,
0,3,28,0,0,2,,3,,,,
0,3,28,0,6,21,,,,,,
0,3,28,1,6,21,,,,,,
0,3,28,1,6,21,,,,,,
0,3,28,1,6,21,,,,,,
0,3,28,1,6,21,,,,,,
0,0,23,0,0,1,0,,,,,
0,0,23,0,9,11,0,,9,,1,
0,0,23,1,9,11,0,,9,,1,
0,0,23,1,9,11,0,,9,,1,
4,0,24,0,0,1,4,,,,,
4,0,24,0,8,11,4,,8,,0,
4,0,24,1,8,11,4,,8,,0,
4,0,24,1,8,11,4,,8,,0,
9,0,25,0,0,1,9,,,,,
4,0,26,0,0,1,4,,,,,
4,0,26,0,5,11,4,,5,,0,
4,0,26,1,5,11,4,,5,,0,
4,0,26,1,5,11,4,,5,,0,
2,0,27,0,0,1,2,,,,,
2,0,27,0,4,11,2,,4,,0,
2,0,27,1,4,11,2,,4,,0,
2,0,27,1,4,11,2,,4,,0,
7,0,28,0,0,1,7,,,,,
0,5,29,0,0,2,,5,,,,
0,5,29,1,0,2,,5,,,,
0,5,29,1,0,2,,5,,,,
0,8,30,0,0,2,,8,,,,
0,8,30,0,5,21,,,,,,
0,8,30,1,5,21,,,,,,
0,8,30,1,5,21,,,,,,
0,8,30,1,5,21,,,,,,
0,8,30,1,5,21,,,,,,
0,9,31,0,0,2,,9,,,,
0,9,31,0,5,21,,,,,,
0,9,31,1,5,21,,,,,,
0,9,31,1,5,21,,,,,,
0,9,31,1,5,21,,,,,,
0,9,31,1,5,21,,,,,,
0,8,32,0,0,2,,8,,,,
0,8,32,0,2,21,,,,,,
0,8,32,1,2,21,,,,,,
0,8,32,1,2,21,,,,,,
0,8,32,1,2,21,,,,,,
0,8,32,1,2,21,,,,,,
0,0,33,0,0,2,,0,,,,
0,0,33,1,0,2,,0,,,,
0,0,33,1,0,2,,0,,,,
0,5,34,0,0,2,,5,,,,
0,5,34,0,6,21,,,,,,
0,5,34,1,6,21,,,,,,
0,5,34,1,6,21,,,,,,
0,5,34,1,6,21,,,,,,
0,5,34,1,6,21,,,,,,
0,6,35,0,0,2,,6,,,,
0,6,35,0,4,21,,,,,,
0,6,35,1,4,21,,,,,,
0,6,35,1,4,21,,,,,,
0,6,35,1,4,21,,,,,,
0,6,35,1,4,21,,,,,,
8,0,29,0,0,1,8,,,,,
8,0,29,0,2,11,8,,2,,0,
8,0,29,1,2,11,8,,2,,0,
8,0,29,1,2,11,8,,2,,0,
0,4,36,0,0,2,,4,,,,
0,4,36,0,5,21,,,,,,
0,4,36,1,5,21,,,,,,
0,4,36,1,5,21,,,,,,
0,4,36,1,5,21,,,,,,
0,4,36,1,5,21,,,,,,
0,4,37,0,0,2,,4,,,,
0,4,37,0,7,21,,,,,,
0,4,37,1,7,21,,,,,,
0,4,37,1,7,21,,,,,,
0,4,37,1,7,21,,,,,,
0,4,37,1,7,21,,,,,,
0,9,38,0,0,2,,9,,,,
0,9,38,0,3,21,,,,,,
0,9,38,1,3,21,,,,,,
0,9,38,1,3,21,,,,,,
0,9,38,1,3,21,,,,,,
0,9,38,1,3,21,,,,,,
3,0,30,0,0,1,3,,,,,
1,0,31,0,0,1,1,,,,,
1,0,31,0,3,11,1,,3,,0,
1,0,31,1,3,11,1,,3,,0,
1,0,31,1,3,11,1,,3,,0,
0,0,32,0,0,1,0,,,,,
0,0,32,0,8,11,0,,8,,0,
0,0,32,1,8,11,0,,8,,0,
0,0,32,1,8,11,0,,8,,0,
0,9,39,0,0,2,,9,,,,
0,9,39,0,8,21,,,,,,
0,9,39,1,8,21,,,,,,
0,9,39,1,8,21,,,,,,
0,9,39,1,8,21,,,,,,
0,9,39,1,8,21,,,,,,
8,0,33,0,0,1,8,,,,,
8,0,33,0,3,11,8,,3,,0,
8,0,33,1,3,11,8,,3,,0,
8,0,33,1,3,11,8,,3,,0,
6,0,34,0,0,1,6,,,,,
6,0,34,0,2,11,6,,2,,0,
6,0,34,1,2,11,6,,2,,0,
6,0,34,1,2,11,6,,2,,0,
0,6,40,0,0,2,,6,,,,
0,6,40,0,4,21,,,,,,
0,6,40,1,4,21,,,,,,
0,6,40,1,4,21,,,,,,
0,6,40,1,4,21,,,,,,
0,6,40,1,4,21,,,,,,
0,7,41,0,0,2,,7,,,,
0,7,41,0,2,21,,,,,,
0,7,41,1,2,21,,,,,,
0,7,41,1,2,21,,,,,,
0,7,41,1,2,21,,,,,,
0,7,41,1,2,21,,,,,,
0,9,42,0,0,2,,9,,,,
0,9,42,0,3,21,,,,,,
0,9,42,1,3,21,,,,,,
0,9,42,1,3,21,,,,,,
0,9,42,1,3,21,,,,,,
0,9,42,1,3,21,,,,,,
2,0,35,0,0,1,2,,,,,
2,0,35,0,6,11,2,,6,,0,
2,0,35,1,6,11,2,,6,,0,
2,0,35,1,6,11,2,,6,,0,
0,9,43,0,0,2,,9,,,,
0,9,43,0,8,21,,,,,,
0,9,43,1,8,21,,,,,,
0,9,43,1,8,21,,,,,,
0,9,43,1,8,21,,,,,,
0,9,43,1,8,21,,,,,,
7,0,36,0,0,1,7,,,,,
0,6,44,0,0,2,,6,,,,
0,6,44,0,2,21,,,,,,
0,6,44,1,2,21,,,,,,
0,6,44,1,2,21,,,,,,
0,6,44,1,2,21,,,,,,
0,6,44,1,2,21,,,,,,
9,0,37,0,0,1,9,,,,,
0,9,45,0,0,2,,9,,,,
0,9,45,0,6,21,,,,,,
0,9,45,1,6,21,,,,,,
0,9,45,1,6,21,,,,,,
0,9,45,1,6,21,,,,,,
0,9,45,1,6,21,,,,,,
0,1,46,0,0,2,,1,,,,
0,0,47,0,0,2,,0,,,,
0,0,47,1,0,2,,0,,,,
0,0,47,1,0,2,,0,,,,
0,5,48,0,0,2,,5,,,,
0,5,48,0,2,21,,,,,,
0,5,48,1,2,21,,,,,,
0,5,48,1,2,21,,,,,,
0,5,48,1,2,21,,,,,,
0,5,48,1,2,21,,,,,,
0,0,38,0,0,1,0,,,,,
0,0,38,1,0,1,0,,,,,
0,0,38,1,0,1,0,,,,,
0,0,39,0,0,1,0,,,,,
0,0,39,1,0,1,0,,,,,
0,0,39,1,0,1,0,,,,,
0,9,49,0,0,2,,9,,,,
0,9,49,0,4,21,,,,,,
0,9,49,1,4,21,,,,,,
0,9,49,1,4,21,,,,,,
0,9,49,1,4,21,,,,,,
0,9,49,1,4,21,,,,,,
0,2,50,0,0,2,,2,,,,
0,2,50,0,7,21,,,,,,
0,2,50,1,7,21,,,,,,
0,2,50,1,7,21,,,,,,
0,2,50,1,7,21,,,,,,
0,2,50,1,7,21,,,,,,
2,0,40,0,0,1,2,,,,,
2,0,40,0,5,11,2,,5,,0,
2,0,40,1,5,11,2,,5,,0,
2,0,40,1,5,11,2,,5,,0,
8,0,41,0,0,1,8,,,,,
8,0,41,0,2,11,8,,2,,0,
8,0,41,1,2,11,8,,2,,0,
8,0,41,1,2,11,8,,2,,0,
0,0,51,0,0,2,,0,,,,
0,0,51,0,5,21,,,,,,
0,0,51,1,5,21,,,,,,
0,0,51,1,5,21,,,,,,
0,0,51,1,5,21,,,,,,
0,0,51,1,5,21,,,,,,
0,1,52,0,0,2,,1,,,,
9,0,42,0,0,1,9,,,,,
0,6,53,0,0,2,,6,,,,
0,6,53,1,0,2,,6,,,,
0,6,53,1,0,2,,6,,,,
5,0,43,0,0,1,5,,,,,
5,0,43,1,0,1,5,,,,,
5,0,43,1,0,1,5,,,,,
9,0,44,0,0,1,9,,,,,
9,0,45,0,0,1,9,,,,,
0,3,54,0,0,2,,3,,,,
0,3,54,0,7,21,,,,,,
0,3,54,1,7,21,,,,,,
0,3,54,1,7,21,,,,,,
0,3,54,1,7,21,,,,,,
0,3,54,1,7,21,,,,,,
0,0,46,0,0,1,0,,,,,
0,2,55,0,0,2,,2,,,,
0,2,55,0,8,21,,,,,,
0,2,55,1,8,21,,,,,,
0,2,55,1,8,21,,,,,,
0,2,55,1,8,21,,,,,,
0,2,55,1,8,21,,,,,,
3,0,47,0,0,1,3,,,,,
0,5,56,0,0,2,,5,,,,
0,5,56,0,4,21,,,,,,
0,5,56,1,4,21,,,,,,
0,5,56,1,4,21,,,,,,
0,5,56,1,4,21,,,,,,
0,5,56,1,4,21,,,,,,
1,0,48,0,0,1,1,,,,,
1,0,48,0,3,11,1,,3,,0,
1,0,48,1,3,11,1,,3,,0,
1,0,48,1,3,11,1,,3,,0,
9,0,49,0,0,1,9,,,,,
0,4,57,0,0,2,,4,,,,
0,4,57,0,3,21,,,,,,
0,4,57,1,3,21,,,,,,
0,4,57,1,3,21,,,,,,
0,4,57,1,3,21,,,,,,
0,4,57,1,3,21,,,,,,
0,1,58,0,0,2,,1,,,,
0,2,59,0,0,2,,2,,,,
0,2,59,1,0,2,,2,,,,
0,2,59,1,0,2,,2,,,,
0,8,60,0,0,2,,8,,,,
0,8,60,0,4,21,,,,,,
0,8,60,1,4,21,,,,,,
0,8,60,1,4,21,,,,,,
0,8,60,1,4,21,,,,,,
0,8,60,1,4,21,,,,,,
8,0,50,0,0,1,8,,,,,
8,0,50,0,9,11,8,,9,,1,
8,0,50,1,9,11,8,,9,,1,
8,0,50,1,9,11,8,,9,,1,
3,0,51,0,0,1,3,,,,,
8,0,52,0,0,1,8,,,,,
8,0,52,0,6,11,8,,6,,0,
8,0,52,1,6,11,8,,6,,0,
8,0,52,1,6,11,8,,6,,0,
3,0,53,0,0,1,3,,,,,
0,8,61,0,0,2,,8,,,,
0,8,61,0,3,21,,,,,,
0,8,61,1,3,21,,,,,,
0,8,61,1,3,21,,,,,,
0,8,61,1,3,21,,,,,,
0,8,61,1,3,21,,,,,,
0,6,62,0,0,2,,6,,,,
0,6,62,0,3,21,,,,,,
0,6,62,1,3,21,,,,,,
0,6,62,1,3,21,,,,,,
0,6,62,1,3,21,,,,,,
0,6,62,1,3,21,,,,,,
0,0,54,0,0,1,0,,,,,
0,6,63,0,0,2,,6,,,,
0,6,63,0,8,21,,,,,,
0,6,63,1,8,21,,,,,,
0,6,63,1,8,21,,,,,,
0,6,63,1,8,21,,,,,,
0,6,63,1,8,21,,,,,,
0,9,64,0,0,2,,9,,,,
0,9,64,0,8,21,,,,,,
0,9,64,1,8,21,,,,,,
0,9,64,1,8,21,,,,,,
0,9,64,1,8,21,,,,,,
0,9,64,1,8,21,,,,,,
3,0,55,0,0,1,3,,,,,
7,0,56,0,0,1,7,,,,,
0,3,65,0,0,2,,3,,,,
0,3,65,1,0,2,,3,,,,
0,3,65,1,0,2,,3,,,,
6,0,57,0,0,1,6,,,,,
6,0,57,0,8,11,6,,8,,0,
6,0,57,1,8,11,6,,8,,0,
6,0,57,1,8,11,6,,8,,0,
0,9,66,0,0,2,,9,,,,
0,9,66,0,3,21,,,,,,
0,9,66,1,3,21,,,,,,
0,9,66,1,3,21,,,,,,
0,9,66,1,3,21,,,,,,
0,9,66,1,3,21,,,,,,
0,1,67,0,0,2,,1,,,,
0,0,58,0,0,1,0,,,,,
0,4,68,0,0,2,,4,,,,
0,4,68,0,8,21,,,,,,
0,4,68,1,8,21,,,,,,
0,4,68,1,8,21,,,,,,
0,4,68,1,8,21,,,,,,
0,4,68,1,8,21,,,,,,
0,0,69,0,0,2,,0,,,,
0,0,69,0,4,21,,,,,,
0,0,69,1,4,21,,,,,,
0,0,69,1,4,21,,,,,,
0,0,69,1,4,21,,,,,,
0,0,69,1,4,21,,,,,,
0,2,70,0,0,2,,2,,,,
0,2,70,0,8,21,,,,,,
0,2,70,1,8,21,,,,,,
0,2,70,1,8,21,,,,,,
0,2,70,1,8,21,,,,,,
0,2,70,1,8,21,,,,,,
0,9,71,0,0,2,,9,,,,
0,9,71,0,6,21,,,,,,
0,9,71,1,6,21,,,,,,
0,9,71,1,6,21,,,,,,
0,9,71,1,6,21,,,,,,
0,9,71,1,6,21,,,,,,
2,0,59,0,0,1,2,,,,,
2,0,59,1,0,1,2,,,,,
2,0,59,1,0,1,2,,,,,
0,0,60,0,0,1,0,,,,,
0,1,72,0,0,2,,1,,,,
7,0,61,0,0,1,7,,,,,
0,8,73,0,0,2,,8,,,,
0,8,73,0,7,21,,,,,,
0,8,73,1,7,21,,,,,,
0,8,73,1,7,21,,,,,,
0,8,73,1,7,21,,,,,,
0,8,73,1,7,21,,,,,,
0,4,74,0,0,2,,4,,,,
0,4,74,0,6,21,,,,,,
0,4,74,1,6,21,,,,,,
0,4,74,1,6,21,,,,,,
0,4,74,1,6,21,,,,,,
0,4,74,1,6,21,,,,,,
0,5,75,0,0,2,,5,,,,
0,5,75,0,7,21,,,,,,
0,5,75,1,7,21,,,,,,
0,5,75,1,7,21,,,,,,
0,5,75,1,7,21,,,,,,
0,5,75,1,7,21,,,,,,
9,0,62,0,0,1,9,,,,,
0,9,76,0,0,2,,9,,,,
0,9,76,0,3,21,,,,,,
0,9,76,1,3,21,,,,,,
0,9,76,1,3,21,,,,,,
0,9,76,1,3,21,,,,,,
0,9,76,1,3,21,,,,,,
9,0,63,0,0,1,9,,,,,
0,3,77,0,0,2,,3,,,,
0,3,77,0,5,21,,,,,,
0,3,77,1,5,21,,,,,,
0,3,77,1,5,21,,,,,,
0,3,77,1,5,21,,,,,,
0,3,77,1,5,21,,,,,,
0,0,64,0,0,1,0,,,,,
8,0,65,0,0,1,8,,,,,
8,0,65,0,9,11,8,,9,,1,
8,0,65,1,9,11,8,,9,,1,
8,0,65,1,9,11,8,,9,,1,
8,0,66,0,0,1,8,,,,,
8,0,66,0,9,11,8,,9,,1,
8,0,66,1,9,11,8,,9,,1,
8,0,66,1,9,11,8,,9,,1,
3,0,67,0,0,1,3,,,,,
3,0,67,1,0,1,3,,,,,
3,0,67,1,0,1,3,,,,,
0,0,78,0,0,2,,0,,,,
0,0,78,0,8,21,,,,,,
0,0,78,1,8,21,,,,,,
0,0,78,1,8,21,,,,,,
0,0,78,1,8,21,,,,,,
0,0,78,1,8,21,,,,,,
0,2,79,0,0,2,,2,,,,
0,2,79,0,3,21,,,,,,
0,2,79,1,3,21,,,,,,
0,2,79,1,3,21,,,,,,
0,2,79,1,3,21,,,,,,
0,2,79,1,3,21,,,,,,
0,0,80,0,0,2,,0,,,,
0,0,80,1,0,2,,0,,,,
0,0,80,1,0,2,,0,,,,
6,0,68,0,0,1,6,,,,,
6,0,68,0,2,11,6,,2,,0,
6,0,68,1,2,11,6,,2,,0,
6,0,68,1,2,11,6,,2,,0,
0,4,81,0,0,2,,4,,,,
0,4,81,1,0,2,,4,,,,
0,4,81,1,0,2,,4,,,,
0,4,82,0,0,2,,4,,,,
0,4,82,0,7,21,,,,,,
0,4,82,1,7,21,,,,,,
0,4,82,1,7,21,,,,,,
0,4,82,1,7,21,,,,,,
0,4,82,1,7,21,,,,,,
8,0,69,0,0,1,8,,,,,
8,0,69,0,6,11,8,,6,,0,
8,0,69,1,6,11,8,,6,,0,
8,0,69,1,6,11,8,,6,,0,
0,6,83,0,0,2,,6,,,,
0,6,83,0,4,21,,,,,,
0,6,83,1,4,21,,,,,,
0,6,83,1,4,21,,,,,,
0,6,83,1,4,21,,,,,,
0,6,83,1,4,21,,,,,,
0,9,84,0,0,2,,9,,,,
0,9,84,0,5,21,,,,,,
0,9,84,1,5,21,,,,,,
0,9,84,1,5,21,,,,,,
0,9,84,1,5,21,,,,,,
0,9,84,1,5,21,,,,,,
0,0,85,0,0,2,,0,,,,
0,0,85,0,5,21,,,,,,
0,0,85,1,5,21,,,,,,
0,0,85,1,5,21,,,,,,
0,0,85,1,5,21,,,,,,
0,0,85,1,5,21,,,,,,
2,0,70,0,0,1,2,,,,,
0,6,86,0,0,2,,6,,,,
0,6,86,0,2,21,,,,,,
0,6,86,1,2,21,,,,,,
0,6,86,1,2,21,,,,,,
0,6,86,1,2,21,,,,,,
0,6,86,1,2,21,,,,,,
0,2,87,0,0,2,,2,,,,
0,2,87,0,5,21,,,,,,
0,2,87,1,5,21,,,,,,
0,2,87,1,5,21,,,,,,
0,2,87,1,5,21,,,,,,
0,2,87,1,5,21,,,,,,
0,9,88,0,0,2,,9,,,,
0,9,88,0,6,21,,,,,,
0,9,88,1,6,21,,,,,,
0,9,88,1,6,21,,,,,,
0,9,88,1,6,21,,,,,,
0,9,88,1,6,21,,,,,,
0,1,89,0,0,2,,1,,,,
0,0,90,0,0,2,,0,,,,
0,0,90,0,7,21,,,,,,
0,0,90,1,7,21,,,,,,
0,0,90,1,7,21,,,,,,
0,0,90,1,7,21,,,,,,
0,0,90,1,7,21,,,,,,
0,8,91,0,0,2,,8,,,,
0,8,91,0,2,21,,,,,,
0,8,91,1,2,21,,,,,,
0,8,91,1,2,21,,,,,,
0,8,91,1,2,21,,,,,,
0,8,91,1,2,21,,,,,,
0,6,92,0,0,2,,6,,,,
0,6,92,0,5,21,,,,,,
0,6,92,1,5,21,,,,,,
0,6,92,1,5,21,,,,,,
0,6,92,1,5,21,,,,,,
0,6,92,1,5,21,,,,,,
0,0,71,0,0,1,0,,,,,
0,0,71,0,7,11,0,,7,,0,
0,0,71,1,7,11,0,,7,,0,
0,0,71,1,7,11,0,,7,,0,
7,0,72,0,0,1,7,,,,,
0,8,93,0,0,2,,8,,,,
0,8,93,0,6,21,,,,,,
0,8,93,1,6,21,,,,,,
0,8,93,1,6,21,,,,,,
0,8,93,1,6,21,,,,,,
0,8,93,1,6,21,,,,,,
3,0,73,0,0,1,3,,,,,
0,8,94,0,0,2,,8,,,,
0,8,94,0,5,21,,,,,,
0,8,94,1,5,21,,,,,,
0,8,94,1,5,21,,,,,,
0,8,94,1,5,21,,,,,,
0,8,94,1,5,21,,,,,,
0,9,95,0,0,2,,9,,,,
0,9,95,0,4,21,,,,,,
0,9,95,1,4,21,,,,,,
0,9,95,1,4,21,,,,,,
0,9,95,1,4,21,,,,,,
0,9,95,1,4,21,,,,,,
8,0,74,0,0,1,8,,,,,
8,0,74,0,3,11,8,,3,,0,
8,0,74,1,3,11,8,,3,,0,
8,0,74,1,3,11,8,,3,,0,
1,0,75,0,0,1,1,,,,,
1,0,75,0,4,11,1,,4,,0,
1,0,75,1,4,11,1,,4,,0,
1,0,75,1,4,11,1,,4,,0,
0,8,96,0,0,2,,8,,,,
0,8,96,0,7,21,,,,,,
0,8,96,1,7,21,,,,,,
0,8,96,1,7,21,,,,,,
0,8,96,1,7,21,,,,,,
0,8,96,1,7,21,,,,,,
4,0,76,0,0,1,4,,,,,
4,0,76,0,9,11,4,,9,,1,
4,0,76,1,9,11,4,,9,,1,
4,0,76,1,9,11,4,,9,,1,
0,0,77,0,0,1,0,,,,,
0,0,77,0,5,11,0,,5,,0,
0,0,77,1,5,11,0,,5,,0,
0,0,77,1,5,11,0,,5,,0,
3,0,78,0,0,1,3,,,,,
0,2,97,0,0,2,,2,,,,
0,2,97,0,4,21,,,,,,
0,2,97,1,4,21,,,,,,
0,2,97,1,4,21,,,,,,
0,2,97,1,4,21,,,,,,
0,2,97,1,4,21,,,,,,
0,7,98,0,0,2,,7,,,,
0,7,98,0,8,21,,,,,,
0,7,98,1,8,21,,,,,,
0,7,98,1,8,21,,,,,,
0,7,98,1,8,21,,,,,,
0,7,98,1,8,21,,,,,,
0,0,99,0,0,2,,0,,,,
0,0,99,0,3,21,,,,,,
0,0,99,1,3,21,,,,,,
0,0,99,1,3,21,,,,,,
